aluguel,condominio,iptu,descricao,endereco,area,qtd_quartos,qtd_vagas,qtd_banheiros
R$ 600,R$ 370,,"1 BANHEIRO SOCIAL, ÁREA CONSTRUÍDA 85M2, PROXIMIDADES AGAC DISTRIBUIDORA, 3 DORMITORIO, DEPENDÊNCIA: COMPLETA,COZINHA,SALA,ÁREA DE SERVIÇO, LINHA DE ONIBUS JOSE WALTER(VIA DETRAN)..."," Rua Capitão Américo Menezes, Maraponga
", 85 ,3,1.0,1.0
R$ 1.100,,R$ 326,"Localizado a 2 quadras do CEJA Paulo Freire, próximo ao North Shopping, Av. Bezerra de Menezes, Fogo Campeiro, CasaBlanca Tecidos, com fácil acesso Bradesco, Freitas Varejo, Habib'..."," Rua Olavo Bilac, Presidente Kennedy
", 58 ,2,1.0,1.0
R$ 2.600,R$ 520,,"VARANDA, CONDOMINIO 520R$,ÁREA DE SERVIÇO, ARMÁRIO QTO/COZ/WC,BANHEIRO SOCIAL,COZINHA, 2 VAGAS GARAGEM,PISCINA, 2 QUARTO(S),SALA, 1 SUÍTES,COBRANÇA ANTECIPADA EM CONDOMINIO, VENCIM..."," Rua Silva Paulet, Meireles
", 77 ,3,,2.0
R$ 3.900,R$ 600,,"Imagina acordar com essa linda vista para o mar, no bairro Porto das Dunas, apartamento com 107 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui jardim, parquinho..."," Via Local, Porto das Dunas
", 107 ,3,2.0,2.0
R$ 4.200,R$ 763,R$ 179,"Apartamento para Aluguel, 111m² por R$ 4.200/Mês. Cocó - Fortaleza/CE Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Veras! Basta p..."," Rua Vilebaldo Aguiar, Cocó
", 111 ,3,2.0,4.0
R$ 3.800,,,"ED. Leme. Apartamento charmoso e bem confortável, melhor localização de Fortaleza! Apto com 70 m² com as seguintes características: 02 quartos com cama de casal (sendo 01 suíte)..."," Avenida da Abolição, Meireles
", 70 ,2,1.0,2.0
R$ 1.750,R$ 780,R$ 130,"Imóvel reformado, com móveis novos e na localização mais nobre do Meireles, em frente ao Pão de Açucar do Náutico e a uma quadra da Beira Mar. O apartamento está localizado no bair..."," Avenida Antônio Justa, Varjota
", 90 ,3,1.0,2.0
R$ 2.000,,,"Excelentes unidades em diversos andares,com guarita, salão de festas, 03 quartos (sendo uma suíte padrão e outra reversível) corredor, armários, cozinha, 01 vaga garagem, 70m². Con..."," Rua Gonçalves Ledo, Praia de Iracema
", 70 ,3,1.0,4.0
R$ 3.300,R$ 1.475,R$ 175,"Skorpios Localização: Rua Canuto de Aguiar, 1122 AP 10° andar - Meireles Fortaleza Ce. Aluguel: R$ 3.300,00 Condomínio: R$ 1.475,00 O valor acima descrito não é de responsabilidade..."," Rua Canuto de Aguiar, Meireles
", 140 ,3,2.0,4.0
R$ 4.500,,,"Ed. 5° Avenida Localização privilegiada 150 m2 3 suítes Dce Varandão vista mar 2 vagas de garagem Lazer completo Valor - R$ 999.000,00 Ligue e agende uma visita Robson Geo..."," Rua Juazeiro do Norte, Meireles
", 150 ,3,2.0,4.0
R$ 2.900,R$ 1.211,R$ 182,"Apartamento para Aluguel, 129m² por R$ 2.900/Mês. Cambeba - Fortaleza/CE Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Veras! Bast..."," Rua dos Amigos, Cambeba
", 129 ,3,2.0,4.0
R$ 450,R$ 354,,"Kitnet com 2 cômodos e 1 wc, área de 54 m² e condomínio com elevador e zelador 24hrs, no Centro, em excelente localização. Ônibus na porta e próximo a mercantis, padarias, escolas..."," Avenida Duque de Caxias, Centro
", 54 ,1,,1.0
R$ 1.200,R$ 950,R$ 87,"Alugo apartamento de 3 quartos, sendo 2 suítes (a segunda suíte pode ser revertida em dependência completa de empregada), WC social, sala em ""L"". 1 vaga de garagem coberta. Armári..."," Rua Nunes Valente, Aldeota
", 83 ,3,1.0,3.0
R$ 2.000,"Excelente apartamento no coração do Meireles á 1 quarteirão da Beira Mar, Condomínio Água Marinha, 80m², living, 2 quartos, WC social, cozinha, área de serviço, DCE, WC de serviço,...",,"Excelente apartamento no coração do Meireles á 1 quarteirão da Beira Mar, Condomínio Água Marinha, 80m², living, 2 quartos, WC social, cozinha, área de serviço, DCE, WC de serviço,..."," Rua Tibúrcio Cavalcanti, Meireles
", 80 ,2,1.0,2.0
R$ 750,R$ 103,,"Apartamento no Montese com ótima localização, fica entre as ruas Padre Germano e Antônio Correia Lima, com fácil acesso pela a Avenida dos Expedicionários, próximo ao Nidobox Super..."," Montese, Fortaleza
", 33 ,1,,1.0
R$ 4.500,R$ 1.600,R$ 3.500,"Apartamento charmoso e bem confortável, melhor localização de Fortaleza! Duplex apto com 145 m² com as seguintes características: 03 quartos com cama de casal (sendo 01 suíte) co..."," Avenida da Abolição, Meireles
", 145 ,3,1.0,3.0
R$ 2.300,R$ 550,,"O apartamento está localizado no bairro Cocó com 76 metros quadrados com 1 quarto sendo 1 suite e 2 banheiros Possui área de fitness, espaço jardinado, espaço gourmet, playground,..."," Rua Doutor Batista de Oliveira, Cocó
", 38 ,1,1.0,1.0
R$ 1.000,R$ 784,,"Ed. Residencial Henrique I! Não perca essa oportunidade e venha morar no Bairro de Fátima, neste excelente apartamento com 3 quartos sendo 1 suíte, wc social, dependência completa,..."," Rua Coronel João Carneiro, Fátima
", 129 ,3,1.0,3.0
R$ 800 /dia,,,Apartamento térreo Mandara Lanai 142 m2 100% mobiliado Fino acabamento Sala em dois ambientes integrada entre sala de jantar e sala de estar Cozinha projetada com duas geladeir...," Porto das Dunas, Aquiraz
", 142 ,3,2.0,4.0
R$ 1.400,,,"Apartamento de 87m²: Sala, Cozinha, 3 quartos (armário), Varanda, Lavanderia, Playground, Salão de Festas, Quadra Esportiva, 01 vaga, Portaria 24 horas.|R$ 1400,00+ 693,00.| Agende..."," Rua General Silva Júnior, Fátima
", 87 ,3,1.0,1.0
R$ 2.000,"Excelente apartamento no coração do Meireles à 1 quarteirão da Beira Mar, Condomínio Água Marinha, 80m², living, 2 quartos, WC social, cozinha, área de serviço, DCE, WC de serviço,...",,"Excelente apartamento no coração do Meireles à 1 quarteirão da Beira Mar, Condomínio Água Marinha, 80m², living, 2 quartos, WC social, cozinha, área de serviço, DCE, WC de serviço,..."," Rua Tibúrcio Cavalcanti, Meireles
", 80 ,2,1.0,2.0
R$ 909,,,"(H-200) Imóvel em ótima localização situado à Rua Visconde de Icó n° 22- Vila Ellery, próximo a Av. Francisco Sá, com aproximadamente 40m², dividido em sala, 1 quarto, cozinha amer..."," Rua Visconde de Icó, Vila Ellery
", 40 ,2,,1.0
R$ 2.000,,,"Excelentes unidades em diversos andares,com guarita, salão de festas, 03 quartos (sendo uma suíte padrão e outra reversível) corredor, armários, cozinha, 01 vaga garagem, 70m². Con..."," Rua Gonçalves Ledo, Praia de Iracema
", 70 ,3,1.0,4.0
R$ 800,,,"ALUGO APARTAMENTO NO BAIRRO TAUAPE, COM 02 QUARTOS, SENDO 01 SUÍTE, SALA, COZINHA E ÁREA DE SERVIÇO. ]]>"," Rua Paulo Firmeza, São João do Tauape
", 70 ,2,,1.0
R$ 980,R$ 150,,"Apartamento na Aldeota, térreo próximo a receita federal, supermercados, restaurantes, shoppings. O imóvel dispõe de 38m² sendo 01 quarto suíte, sala, cozinha, Sem vaga de garagem...."," Aldeota, Fortaleza
", 38 ,1,,1.0
R$ 650,,,"Casa com 45m², lado sombra, com ponto de ônibus em frente ao imóvel. Dispõe de 01 quarto, sala, cozinha, 01 banheiro com estacionamento em frente. Próximo ao colégio Gustavo Barros..."," Sao Gerardo, Fortaleza
", 45 ,2,1.0,1.0
R$ 1.500,R$ 1.008,R$ 74,"- Edifício Guarapari - Cobertura duplex com vista para o mar localizado na Rua Manoel Rodrigues Monteiro, Nº 975 - Praia do Futuro, 500m da orla da praia do futuro e 7 mim do Shop..."," Rua Doutor Manoel Rodrigues Monteiro, Praia do Futuro
", 114 ,3,2.0,3.0
R$ 2.000,"Excelente apartamento no coração do Meireles á 1 quarteirão da Beira Mar, Condomínio Água Marinha, 80m², living, vista mar, 2 quartos, WC social, cozinha, área de serviço, DCE, WC...",,"Excelente apartamento no coração do Meireles á 1 quarteirão da Beira Mar, Condomínio Água Marinha, 80m², living, vista mar, 2 quartos, WC social, cozinha, área de serviço, DCE, WC..."," Rua Tibúrcio Cavalcanti, Meireles
", 80 ,2,1.0,2.0
R$ 450,R$ 354,,"Kitnet com 2 cômodos e 1 wc, área de 54 m² e condomínio com elevador e zelador 24hrs, no Centro, em excelente localização. Ônibus na porta e próximo a mercantis, padarias, escolas..."," Avenida Duque de Caxias, Centro
", 54 ,1,,1.0
R$ 3.200,,,"O apartamento no bairro Mucuripe possui 43 metros quadrados com 1 quarto e 1 banheiro, cozinha equipada, ar condicionado, tv a cabo, internet, limpeza do quarto por camareira todos..."," Avenida Beira Mar, Mucuripe
", 43 ,1,1.0,1.0
R$ 1.600,R$ 920,R$ 82,"Excelente apartamento/flat mobiliado para locação localizado no melhor do bairro Mucuripe, ao lado de Iate Clube de Fortaleza! São 50 m² com sala, varanda, 1 suíte e cozinha ameri..."," Avenida da Abolição, Mucuripe
", 50 ,1,,1.0
R$ 5.900,"Condomínio Wai Wai Cumbuco Poente Apto 303 - E Valor: 5.900,00 já incluso o valor do  e",,"Condomínio Wai Wai Cumbuco Poente Apto 303 - E Valor: 5.900,00 já incluso o valor do condomínio e IPTU Por fora: gás, energia e internet - 2 quartos - 1 vaga de garagem - Mobilia..."," Avenida dos Coqueiros, Cumbuco
", 78 ,2,1.0,1.0
R$ 2.000,"Excelente apartamento no coração do Meireles à 1 quarteirão da Beira Mar, Condomínio Agua Marinha, 80m², living, 2 quartos, WC social, cozinha, área de serviço, DCE, WC de serviço,...",,"Excelente apartamento no coração do Meireles à 1 quarteirão da Beira Mar, Condomínio Agua Marinha, 80m², living, 2 quartos, WC social, cozinha, área de serviço, DCE, WC de serviço,..."," Rua Tibúrcio Cavalcanti, Meireles
", 80 ,2,1.0,2.0
R$ 1.200,R$ 260,R$ 212,"Dispõe de 88 m², sala ampla, cozinha, área de serviço, 2 quartos, dependência completa e 1 vaga de garagem. Localizado próximo a Av. 13 de maio, Supermercado Pão de Açúcar, Colégio..."," Rua Deputado João Pontes, Fátima
", 88 ,2,1.0,2.0
R$ 950,R$ 530,R$ 137,"- Edifício Núbia Sampaio - Localizado na Rua Guilherme Rocha, nº 1650 - Centro, em frente ao Colégio Liceu à 50m da Av. Francisco Sá e 500m do Centro Fashion de Fortaleza. Aparta..."," Rua Guilherme Rocha, Centro
", 74 ,2,1.0,1.0
R$ 600,R$ 220,,"Dispõe de 44m², sala ampla, cozinha americana com bancada, área de serviço, 2 quartos, banheiro social e 1 vaga de garagem. Localizado próximo ao Hospital Universitário do Ceará -..."," Rua Betel, Maraponga
", 44 ,2,,1.0
R$ 2.500,R$ 300,,"Apartamento dispõe de 126m², sala de estar, cozinha americana, 3 suítes, área de serviço, lavanderia e 1 vaga de garagem. Localizado em frente ao Comercial Geladão Icaraí, próximo..."," Avenida Central, Icarai
", 126 ,3,1.0,3.0
R$ 900 /dia,,,Para orçamentos entrar em contato por WhatsApp (85) 99985.6282 SÓ LOCAMOS PARA NO MÍNIMO 3 NOITES * Valor que utilizamos no site é o da Tarifa Básica e é válida apenas em BAIXA...," Rua Aniquim, Porto das Dunas
", 105 ,4,2.0,3.0
R$ 950,,,"Apartamento com garagem, 3 quartos, sala, área de serviço! Endereço: R. Perdigão de Oliveira, 198 – Parangaba Fortaleza - CE, 60720-570 Creci 7154f; ZAP: nove oito cinco oito nove..."," Rua Perdigão de Oliveira, Parangaba
", 100 ,3,1.0,1.0
R$ 2.000,"Excelentes , com guarita, salão de festas, 03 quartos (sendo uma suíte padrão e outra reversível) corredor, armários, cozinha, 01 vaga garagem, 70m². Condomínio R$ 504,00 - incluso...",,"Excelentes , com guarita, salão de festas, 03 quartos (sendo uma suíte padrão e outra reversível) corredor, armários, cozinha, 01 vaga garagem, 70m². Condomínio R$ 504,00 - incluso..."," Rua Gonçalves Ledo, Praia de Iracema
", 70 ,3,1.0,4.0
R$ 850,O apartamento no bairro Parque Iracema tem 45 metros quadrados com 2 quartos e 1 banheiro.Encontra-se em um  protegido por muros. -Vaga opcional custo 70 reais a mais.(i...,,O apartamento no bairro Parque Iracema tem 45 metros quadrados com 2 quartos e 1 banheiro.Encontra-se em um condomínio protegido por muros. -Vaga opcional custo 70 reais a mais.(i...," Rua Newton Craveiro, Parque Iracema
", 45 ,2,,1.0
R$ 3.200,R$ 2.500,R$ 2.638,"Ótima opção para famílias que buscam apartamento com bastante espaço e conforto. Excelente localização, próximo ao Cometa Supermercados e Colégio Ari de Sá. Imóvel situado na cober..."," Rua Vicente Linhares, Aldeota
", 291 ,3,3.0,4.0
R$ 1.300,R$ 490,,"APARTAMENTO COM 03 QUARTOS, VARANDA, GARAGEM, ARMARIOS PROX. IGREJA DA GLÓRIA . ]]>"," Rua Benjamim Moura, Cidade dos Funcionários
", 67 ,3,1.0,1.0
R$ 250 /dia,,,"Apartamento alto padrão, 2 quartos, sala e cozinha, 100% mobiliado com móveis projetados, TV, utensílios domésticos, localização privilegiada no melhor da Beira Mar em Fortaleza...."," Avenida da Abolição, Meireles
", 67 ,2,1.0,2.0
R$ 800,,R$ 225,"APTO ACONCHEGANTE, VENTILAÇÃO NATURAL. SALA DE ESTAR, JANTAR, COZINHA COM ÁREA DE SERVIÇO ACOPLADA, 02 DORMITÓRIOS, 01 BANHEIRO SOCIAL. LOCALIZADO NO CENTRO GASTRONÔMICO DO CONJUNT..."," Rua Antônio Guedes Pessôa, Padre Romualdo
", 69 ,2,,1.0
R$ 1.800,R$ 680,R$ 817,"ÓTIMO APARTAMENTO COM 03 QUARTOS SENDO 01 SUITE, VARANDA, 02 VAGAS, COZINHA , ÁRMARIOS . ]]>"," Rua Gustavo Sampaio, Parquelândia
", 128 ,3,2.0,1.0
R$ 1.300,R$ 430,R$ 326,"Agora você pode morar neste apartamento com 2 quartos, em frente escola de idiomas CNA - Montese. - sala - varanda - 1 suíte - banheiros social e serviço - cozinha - dependência..."," Avenida dos Expedicionários, Vila União
", 83 ,2,1.0,3.0
R$ 200 /dia,,,"Apartamento em localização privilegiada no Meireles, a 100m do aterro da Praia de Iracema, uma das regiões mais valorizadas e onde estão instalados hotéis, restaurantes, comércio e..."," Rua Barão de Aracati, Meireles
", 56 ,2,1.0,2.0
R$ 130 /dia,"Condomínio Scala Residenza Av. Beira Mar, 3960 - Mucuripe, Fortaleza - CE, 60165-121 As unidades possuem pisos em granito, área de estar com TV de tela plana, cozinha compacta tot...",,"Condomínio Scala Residenza Av. Beira Mar, 3960 - Mucuripe, Fortaleza - CE, 60165-121 As unidades possuem pisos em granito, área de estar com TV de tela plana, cozinha compacta tot..."," Avenida Beira Mar, Meireles
", 47 ,1,1.0,1.0
R$ 2.000,,,"Excelentes unidades em diversos andares, com guarita, salão de festas, 03 quartos (sendo uma suíte padrão e outra reversível) corredor, armários, cozinha, 01 vaga garagem, 70m². Co..."," Rua Gonçalves Ledo, Praia de Iracema
", 70 ,3,1.0,4.0
R$ 1.200,R$ 400,,"SALA, COZINHA, 1 SUITE, VARANDA MOBÍLIA - ARMÁRIO COZINHA PROJETADO UNIDADE 1103 Observação: CONDOMÍNIO: 105 UNIDADES, FITNESS, SALA DE JOGOS, PISCINA ADULTO E INFANTIL COM..."," Rua Maria Diva de Carvalho, Lagoa Seca
", 50 ,1,1.0,1.0
R$ 450 /dia,,,"--> LOCAÇÃO: R$450 (mínimo 3 diárias) *Valor da diária pode variar conforme o período, valores diferentes para alta estação e grandes feriados, consultar por whatsapp; Taxa de Lim..."," Avenida dos Golfinhos, Porto das Dunas
", 56 ,2,1.0,2.0
R$ 1.300,R$ 410,R$ 1.205,"AMPLO APARTAMENTO COM 03 QUARTOS, GARAGEM, SALA, ARMARIOS PROX. SORIANO ALBUQUERQUE ]]>"," Avenida Barão de Studart, Joaquim Tavora
", 90 ,3,1.0,1.0
R$ 700 /dia,,,"Lindo apartamento mobiliado para aluguel por temporada no Golf Ville Resort em excelente localização no Porto das Dunas próximo ao mar, com 115m² de área privativa composto por amp..."," Avenida dos Golfinhos, Porto das Dunas
", 115 ,3,2.0,3.0
R$ 180 /dia,,,"Lindo apartamento na quadra da Praia de Iracema Próximo a restaurante, pontos de taxi, calçadão da praia Apartamento tem 2 quartos sendo 1 suíte, banheiro social, espaçosa varanda..."," Rua Barão de Aracati, Meireles
", 56 ,2,1.0,2.0
R$ 700,R$ 200,,"Apartamentos novos 01 e 02 quartos, vaga de garagem pra carro e moto, excelente localização no Bairro de Fátima, próximo a pracinha do restaurante Kasa Kaiada -"," Rua Monsenhor Otávio de Castro, Fátima
", 25 ,1,,1.0
R$ 500,,,"Apartamento recém reformado com: 01 quarto, 01 banheiro, sala, cozinha americana e área de serviço. Detalhes adicionais: forró pvc, banheiro com box blindex, entrada para máquina d..."," Rua 1159, Conjunto Ceará
", 50 ,1,,1.0
R$ 890,,R$ 73,"IMOBILIÁRIA FERNANDO FREITAS - CRECI 967J Excelente Apto no Montese 60m², Sala, Cozinha, 2 Quartos (sendo 1 suíte), WC Social. Defronte a farmácia Pague Menos. Aluguel: 890,00 (C..."," Rua Alberto Magno, Montese
", 60 ,2,,2.0
R$ 700,R$ 50,R$ 129,"Localizado na Jovita Feitosa, próximo à Farmácias, Academia Premium, CrossFit Excalibur, Clínica veterinária Zoovet, posto petrobras, supermercado Frangolandia, com facil acesso a..."," Avenida Jovita Feitosa, Parquelândia
", 55 ,2,,1.0
R$ 1.100,R$ 180,R$ 240,"- Sala/ Cozinha - Com moveis - 01 quarto (com divisório) - Banheiro Social; - 41,14m²; - Não tem garagem; Próximo a farmácias, transporte coletivo, estacionamentos, universidades..."," Rua General Clarindo de Queiroz, Centro
", 41 ,1,,1.0
R$ 890,,R$ 73,"IMOBILIÁRIA FERNANDO FREITAS - CRECI 967J Excelente Apto no Montese 60m², Sala, Cozinha, 2 Quartos (sendo 1 suíte), 2 WC Social. Defronte a farmácia Pague Menos. Aluguel: 890,00..."," Rua Alberto Magno, Montese
", 60 ,2,,2.0
R$ 1.900,,,"Ótima localização, 03 quartos (Sendo 02 suítes com armários e 01 dormitório), varanda na suíte e na sala, cozinha com armários fixos, wc social, área de serviço, área de lazer com..."," Avenida Rui Barbosa, Joaquim Tavora
", 73 ,2,1.0,1.0
R$ 600,R$ 370,,"MARAPONGA - RUA CAPITÃO AMERICO MENEZES, 277 APT 103 BL C1 VILAGE DOS PINHEIROS - APROXIMADAMENTE 80M² - SALA, 3 DORMITORIOS, COZINHA, WC SOCIAL, ÁREA DE SERVIÇO, 1 VAGA."," Rua Capitão Américo Menezes, Maraponga
", 83 ,2,1.0,1.0
R$ 220 /dia,"Lindo apartamento no melhor  da Beira Mar de Fortaleza. Condomínio com área de lazer completa com piscinas, sauna, sala de jogos, academia, etc. Na melhor localização da...",,"Lindo apartamento no melhor condomínio da Beira Mar de Fortaleza. Condomínio com área de lazer completa com piscinas, sauna, sala de jogos, academia, etc. Na melhor localização da..."," Avenida Beira Mar, Meireles
", 45 ,2,1.0,1.0
R$ 2.000,,,"Excelentes unidades em diversos andares, com guarita, salão de festas, 03 quartos (sendo uma suíte padrão e outra reversível) corredor, armários, cozinha, 01 vaga garagem, 70m². Co..."," Rua Gonçalves Ledo, Praia de Iracema
", 70 ,3,1.0,4.0
R$ 4.700,R$ 1.480,R$ 332,"O apartamento no bairro Porto das Dunas possui 104 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros Possui academia, espaço gourmet, espaço jardinado, área de brinquedo..."," Porto das Dunas, Aquiraz
", 104 ,3,2.0,3.0
R$ 1.700,R$ 800,,"Apartamento situado em um dos bairros mais valorizados e nobres da cidade, com ótima localização, próximo ao Mercadinho São Luís, Praça Luiza Távora e a Farmácia Pague Menos. Imóve..."," Aldeota, Fortaleza
", 84 ,3,2.0,3.0
R$ 250 /dia,"Apartamento para Locação no Landscape Beira Mar, um dos mais imponentes s da Av. Beira Mar de Fortaleza. Localização privilegiada, uma das regiões mais valorizadas e onde...",,"Apartamento para Locação no Landscape Beira Mar, um dos mais imponentes condomínios da Av. Beira Mar de Fortaleza. Localização privilegiada, uma das regiões mais valorizadas e onde..."," Avenida da Abolição, Meireles
", 45 ,1,1.0,1.0
R$ 1.300,R$ 790,R$ 184,"AV ANTONIO JUSTA, 2990 - APTO. 302 ED. CAPRICORNIUS MEIRELES Esquina com Vicente Leite. Aluguel: R$ 1.300,00 - Cond: R$ 790,00 + cons de água e gás - IPTU R$ 183,80 - Área: 120m² A..."," Avenida Antônio Justa, Meireles
", 120 ,3,1.0,3.0
R$ 3.000,,,"Apartamento semi-mobiliado com 243 m², dividido em 3 suítes, gabinete, lavabo, cozinha convencional, ampla sala de estar/jantar, dce e duas vagas de garagens. Localização excelent..."," Avenida Edilson Brasil Soares, Parque Manibura
", 243 ,3,2.0,5.0
R$ 1.900,,,"Apartamento mobiliado para aluguel no Porto das Dunas com 58m² de área privativa constituído por 2 dormitórios sendo 1 suíte, sala de estar e jantar, cozinha equipada com armários,..."," Centro, Aquiraz
", 58 ,2,1.0,1.0
R$ 800,R$ 55,R$ 162,"Localizado a 1 quadra do Supermercado Centerbox, próximo a Av. Jovita Feitosa, Colégio EEMTI Santo Afonso, Igreja Redonda de Santo Afonso, farmácia Extrafarma, supermercado Cometa,..."," Rua Abílio Martins, Amadeu Furtado
", 33 ,1,,1.0
